timestamp_ms,source,can_id,speed_kmh,rpm,throttle_pct,engine_load_pct,maf_g_s,coolant_temp_c,session_label,obd_latency_ms
1787594701333,OBD_PID,0x701,75.0,,,,,,Economico,1.885
1787594701365,CAN_DBC,0x200,,,27.8,22.7,,,Economico,
1787594701366,CAN_DBC,0x100,76.0,2392,,,,,Economico,
1787594701415,CAN_DBC,0x200,,,27.8,22.7,,,Economico,
1787594701433,OBD_PID,0x702,,2423,,,,,Economico,1.278
1787594701465,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594701466,CAN_DBC,0x100,78.0,2449,,,,,Economico,
1787594701515,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594701534,OBD_PID,0x703,,,29.0,,,,Economico,1.334
1787594701565,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594701566,CAN_DBC,0x100,79.0,2489,,,,,Economico,
1787594701615,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594701635,OBD_PID,0x704,,,,23.9,,,Economico,1.577
1787594701665,CAN_DBC,0x200,,,29.8,24.7,,,Economico,
1787594701666,CAN_DBC,0x100,80.0,2500,,,,,Economico,
1787594701666,CAN_DBC,0x300,,,,,,87.0,Economico,
1787594701715,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594701735,OBD_PID,0x705,,,,,7.57,,Economico,0.996
1787594701768,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594701768,CAN_DBC,0x100,79.0,2489,,,,,Economico,
1787594701815,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594701836,OBD_PID,0x706,,,,,,87.0,Economico,1.533
1787594701865,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594701866,CAN_DBC,0x100,78.0,2449,,,,,Economico,
1787594701915,CAN_DBC,0x200,,,27.8,22.7,,,Economico,
1787594701936,OBD_PID,0x701,78.0,,,,,,Economico,0.943
1787594701965,CAN_DBC,0x200,,,27.8,22.7,,,Economico,
1787594701966,CAN_DBC,0x100,76.0,2392,,,,,Economico,
1787594702015,CAN_DBC,0x200,,,26.7,22.0,,,Economico,
1787594702037,OBD_PID,0x702,,2352,,,,,Economico,1.482
1787594702065,CAN_DBC,0x200,,,26.7,22.0,,,Economico,
1787594702066,CAN_DBC,0x100,74.0,2311,,,,,Economico,
1787594702115,CAN_DBC,0x200,,,25.9,22.0,,,Economico,
1787594702138,OBD_PID,0x703,,,25.9,,,,Economico,1.817
1787594702165,CAN_DBC,0x200,,,24.7,20.8,,,Economico,
1787594702166,CAN_DBC,0x100,71.0,2209,,,,,Economico,
1787594702215,CAN_DBC,0x200,,,23.9,20.0,,,Economico,
1787594702239,OBD_PID,0x704,,,,20.0,,,Economico,1.813
1787594702265,CAN_DBC,0x200,,,22.7,18.8,,,Economico,
1787594702266,CAN_DBC,0x100,67.0,2097,,,,,Economico,
1787594702315,CAN_DBC,0x200,,,22.0,17.6,,,Economico,
1787594702339,OBD_PID,0x705,,,,,5.17,,Economico,1.240
1787594702365,CAN_DBC,0x200,,,20.8,16.9,,,Economico,
1787594702366,CAN_DBC,0x100,63.0,1974,,,,,Economico,
1787594702415,CAN_DBC,0x200,,,20.0,16.9,,,Economico,
1787594702459,OBD_PID,0x706,,,,,,87.0,Economico,13.535
1787594702477,CAN_DBC,0x200,,,20.0,16.9,,,Economico,
1787594702477,CAN_DBC,0x100,60.0,1852,,,,,Economico,
1787594702527,CAN_DBC,0x200,,,18.8,15.7,,,Economico,
1787594702565,CAN_DBC,0x200,,,17.6,14.9,,,Economico,
1787594702566,CAN_DBC,0x100,56.0,1725,,,,,Economico,
1787594702572,OBD_PID,0x701,56.0,,,,,,Economico,1.948
1787594702615,CAN_DBC,0x200,,,16.9,13.7,,,Economico,
1787594702665,CAN_DBC,0x200,,,15.7,12.9,,,Economico,
1787594702666,CAN_DBC,0x100,52.0,1602,,,,,Economico,
1787594702666,CAN_DBC,0x300,,,,,,87.0,Economico,
1787594702672,OBD_PID,0x702,,1602,,,,,Economico,1.902
1787594702715,CAN_DBC,0x200,,,14.9,11.8,,,Economico,
1787594702765,CAN_DBC,0x200,,,13.7,11.0,,,Economico,
1787594702766,CAN_DBC,0x100,48.0,1490,,,,,Economico,
1787594702772,OBD_PID,0x703,,,14.1,,,,Economico,1.485
1787594702815,CAN_DBC,0x200,,,12.9,11.0,,,Economico,
1787594702865,CAN_DBC,0x200,,,11.8,9.8,,,Economico,
1787594702867,CAN_DBC,0x100,45.0,1388,,,,,Economico,
1787594702873,OBD_PID,0x704,,,,10.2,,,Economico,1.635
1787594702915,CAN_DBC,0x200,,,11.8,9.8,,,Economico,
1787594702965,CAN_DBC,0x200,,,11.0,8.6,,,Economico,
1787594702967,CAN_DBC,0x100,43.0,1307,,,,,Economico,
1787594702974,OBD_PID,0x705,,,,,2.79,,Economico,1.925
1787594703015,CAN_DBC,0x200,,,11.0,8.6,,,Economico,
1787594703065,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594703066,CAN_DBC,0x100,41.0,1250,,,,,Economico,
1787594703074,OBD_PID,0x706,,,,,,87.0,Economico,1.284
1787594703115,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594703165,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594703168,CAN_DBC,0x100,40.0,1210,,,,,Economico,
1787594703175,OBD_PID,0x701,40.0,,,,,,Economico,1.654
1787594703216,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594703265,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594703266,CAN_DBC,0x100,40.0,1200,,,,,Economico,
1787594703275,OBD_PID,0x702,,1200,,,,,Economico,1.047
1787594703315,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594703365,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594703367,CAN_DBC,0x100,40.0,1210,,,,,Economico,
1787594703376,OBD_PID,0x703,,,10.2,,,,Economico,1.547
1787594703415,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594703465,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594703466,CAN_DBC,0x100,41.0,1250,,,,,Economico,
1787594703476,OBD_PID,0x704,,,,7.8,,,Economico,1.084
1787594703515,CAN_DBC,0x200,,,11.0,8.6,,,Economico,
1787594703565,CAN_DBC,0x200,,,11.0,8.6,,,Economico,
1787594703567,CAN_DBC,0x100,43.0,1307,,,,,Economico,
1787594703577,OBD_PID,0x705,,,,,2.79,,Economico,1.561
1787594703615,CAN_DBC,0x200,,,11.8,9.8,,,Economico,
1787594703665,CAN_DBC,0x200,,,11.8,9.8,,,Economico,
1787594703667,CAN_DBC,0x100,45.0,1388,,,,,Economico,
1787594703667,CAN_DBC,0x300,,,,,,87.0,Economico,
1787594703678,OBD_PID,0x706,,,,,,87.0,Economico,1.879
1787594703715,CAN_DBC,0x200,,,12.9,11.0,,,Economico,
1787594703765,CAN_DBC,0x200,,,13.7,11.0,,,Economico,
1787594703766,CAN_DBC,0x100,48.0,1490,,,,,Economico,
1787594703778,OBD_PID,0x701,49.0,,,,,,Economico,1.425
1787594703815,CAN_DBC,0x200,,,14.9,11.8,,,Economico,
1787594703865,CAN_DBC,0x200,,,15.7,12.9,,,Economico,
1787594703866,CAN_DBC,0x100,52.0,1602,,,,,Economico,
1787594703881,OBD_PID,0x702,,1602,,,,,Economico,1.352
1787594703915,CAN_DBC,0x200,,,16.9,13.7,,,Economico,
1787594703965,CAN_DBC,0x200,,,17.6,14.9,,,Economico,
1787594703966,CAN_DBC,0x100,56.0,1725,,,,,Economico,
1787594703983,OBD_PID,0x703,,,18.0,,,,Economico,2.990
1787594704015,CAN_DBC,0x200,,,18.8,15.7,,,Economico,
1787594704065,CAN_DBC,0x200,,,20.0,16.9,,,Economico,
1787594704067,CAN_DBC,0x100,60.0,1852,,,,,Economico,
1787594704103,OBD_PID,0x704,,,,16.9,,,Economico,14.047
1787594704121,CAN_DBC,0x200,,,20.0,16.9,,,Economico,
1787594704174,CAN_DBC,0x200,,,20.8,16.9,,,Economico,
1787594704174,CAN_DBC,0x100,63.0,1974,,,,,Economico,
1787594704212,OBD_PID,0x705,,,,,4.86,,Economico,1.451
1787594704215,CAN_DBC,0x200,,,22.0,17.6,,,Economico,
1787594704266,CAN_DBC,0x200,,,22.7,18.8,,,Economico,
1787594704267,CAN_DBC,0x100,67.0,2097,,,,,Economico,
1787594704313,OBD_PID,0x706,,,,,,87.0,Economico,1.825
1787594704315,CAN_DBC,0x200,,,23.9,20.0,,,Economico,
1787594704365,CAN_DBC,0x200,,,24.7,20.8,,,Economico,
1787594704366,CAN_DBC,0x100,71.0,2209,,,,,Economico,
1787594704413,OBD_PID,0x701,71.0,,,,,,Economico,1.231
1787594704415,CAN_DBC,0x200,,,25.9,22.0,,,Economico,
1787594704465,CAN_DBC,0x200,,,26.7,22.0,,,Economico,
1787594704466,CAN_DBC,0x100,74.0,2311,,,,,Economico,
1787594704514,OBD_PID,0x702,,2311,,,,,Economico,1.621
1787594704515,CAN_DBC,0x200,,,26.7,22.0,,,Economico,
1787594704565,CAN_DBC,0x200,,,27.8,22.7,,,Economico,
1787594704566,CAN_DBC,0x100,76.0,2392,,,,,Economico,
1787594704615,CAN_DBC,0x200,,,27.8,22.7,,,Economico,
1787594704616,OBD_PID,0x703,,,27.8,,,,Economico,3.231
1787594704665,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594704667,CAN_DBC,0x100,78.0,2449,,,,,Economico,
1787594704667,CAN_DBC,0x300,,,,,,87.0,Economico,
1787594704715,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594704716,OBD_PID,0x704,,,,23.9,,,Economico,2.085
1787594704765,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594704767,CAN_DBC,0x100,79.0,2489,,,,,Economico,
1787594704815,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594704816,OBD_PID,0x705,,,,,7.57,,Economico,1.787
1787594704865,CAN_DBC,0x200,,,29.8,24.7,,,Economico,
1787594704867,CAN_DBC,0x100,80.0,2500,,,,,Economico,
1787594704915,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594704916,OBD_PID,0x706,,,,,,87.0,Economico,1.260
1787594704965,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594704965,CAN_DBC,0x100,79.0,2489,,,,,Economico,
1787594705015,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594705017,OBD_PID,0x701,79.0,,,,,,Economico,1.277
1787594705065,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594705066,CAN_DBC,0x100,78.0,2449,,,,,Economico,
1787594705115,CAN_DBC,0x200,,,27.8,22.7,,,Economico,
1787594705118,OBD_PID,0x702,,2423,,,,,Economico,1.550
1787594705165,CAN_DBC,0x200,,,27.8,22.7,,,Economico,
1787594705167,CAN_DBC,0x100,76.0,2392,,,,,Economico,
1787594705215,CAN_DBC,0x200,,,26.7,22.0,,,Economico,
1787594705219,OBD_PID,0x703,,,27.1,,,,Economico,2.191
1787594705265,CAN_DBC,0x200,,,26.7,22.0,,,Economico,
1787594705268,CAN_DBC,0x100,74.0,2311,,,,,Economico,
1787594705315,CAN_DBC,0x200,,,25.9,22.0,,,Economico,
1787594705321,OBD_PID,0x704,,,,22.0,,,Economico,1.450
1787594705365,CAN_DBC,0x200,,,24.7,20.8,,,Economico,
1787594705366,CAN_DBC,0x100,71.0,2209,,,,,Economico,
1787594705415,CAN_DBC,0x200,,,23.9,20.0,,,Economico,
1787594705422,OBD_PID,0x705,,,,,5.84,,Economico,1.763
1787594705465,CAN_DBC,0x200,,,22.7,18.8,,,Economico,
1787594705467,CAN_DBC,0x100,67.0,2097,,,,,Economico,
1787594705515,CAN_DBC,0x200,,,22.0,17.6,,,Economico,
1787594705522,OBD_PID,0x706,,,,,,87.0,Economico,1.285
1787594705565,CAN_DBC,0x200,,,20.8,16.9,,,Economico,
1787594705568,CAN_DBC,0x100,63.0,1974,,,,,Economico,
1787594705615,CAN_DBC,0x200,,,20.0,16.9,,,Economico,
1787594705623,OBD_PID,0x701,62.0,,,,,,Economico,1.674
1787594705665,CAN_DBC,0x200,,,20.0,16.9,,,Economico,
1787594705666,CAN_DBC,0x100,60.0,1852,,,,,Economico,
1787594705666,CAN_DBC,0x300,,,,,,87.0,Economico,
1787594705715,CAN_DBC,0x200,,,18.8,15.7,,,Economico,
1787594705723,OBD_PID,0x702,,1786,,,,,Economico,1.149
1787594705776,CAN_DBC,0x200,,,17.6,14.9,,,Economico,
1787594705776,CAN_DBC,0x100,56.0,1725,,,,,Economico,
1787594705824,CAN_DBC,0x200,,,16.9,13.7,,,Economico,
1787594705844,OBD_PID,0x703,,,16.9,,,,Economico,1.578
1787594705865,CAN_DBC,0x200,,,15.7,12.9,,,Economico,
1787594705866,CAN_DBC,0x100,52.0,1602,,,,,Economico,
1787594705915,CAN_DBC,0x200,,,14.9,11.8,,,Economico,
1787594705945,OBD_PID,0x704,,,,12.2,,,Economico,1.999
1787594705965,CAN_DBC,0x200,,,13.7,11.0,,,Economico,
1787594705965,CAN_DBC,0x100,48.0,1490,,,,,Economico,
1787594706015,CAN_DBC,0x200,,,12.9,11.0,,,Economico,
1787594706045,OBD_PID,0x705,,,,,3.14,,Economico,1.383
1787594706065,CAN_DBC,0x200,,,11.8,9.8,,,Economico,
1787594706065,CAN_DBC,0x100,45.0,1388,,,,,Economico,
1787594706115,CAN_DBC,0x200,,,11.8,9.8,,,Economico,
1787594706146,OBD_PID,0x706,,,,,,87.0,Economico,1.653
1787594706165,CAN_DBC,0x200,,,11.0,8.6,,,Economico,
1787594706166,CAN_DBC,0x100,43.0,1307,,,,,Economico,
1787594706215,CAN_DBC,0x200,,,11.0,8.6,,,Economico,
1787594706248,OBD_PID,0x701,42.0,,,,,,Economico,0.975
1787594706265,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594706266,CAN_DBC,0x100,41.0,1250,,,,,Economico,
1787594706315,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594706349,OBD_PID,0x702,,1225,,,,,Economico,1.468
1787594706365,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594706365,CAN_DBC,0x100,40.0,1210,,,,,Economico,
1787594706415,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594706451,OBD_PID,0x703,,,10.2,,,,Economico,1.593
1787594706465,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594706465,CAN_DBC,0x100,40.0,1200,,,,,Economico,
1787594706515,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594706552,OBD_PID,0x704,,,,7.8,,,Economico,1.629
1787594706565,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594706566,CAN_DBC,0x100,40.0,1210,,,,,Economico,
1787594706615,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594706653,OBD_PID,0x705,,,,,2.64,,Economico,1.987
1787594706665,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594706665,CAN_DBC,0x100,41.0,1250,,,,,Economico,
1787594706666,CAN_DBC,0x300,,,,,,87.0,Economico,
1787594706715,CAN_DBC,0x200,,,11.0,8.6,,,Economico,
1787594706753,OBD_PID,0x706,,,,,,87.0,Economico,1.452
1787594706765,CAN_DBC,0x200,,,11.0,8.6,,,Economico,
1787594706765,CAN_DBC,0x100,43.0,1307,,,,,Economico,
1787594706815,CAN_DBC,0x200,,,11.8,9.8,,,Economico,
1787594706854,OBD_PID,0x701,45.0,,,,,,Economico,1.865
1787594706865,CAN_DBC,0x200,,,11.8,9.8,,,Economico,
1787594706865,CAN_DBC,0x100,45.0,1388,,,,,Economico,
1787594706915,CAN_DBC,0x200,,,12.9,11.0,,,Economico,
1787594706954,OBD_PID,0x702,,1439,,,,,Economico,1.314
1787594706965,CAN_DBC,0x200,,,13.7,11.0,,,Economico,
1787594706965,CAN_DBC,0x100,48.0,1490,,,,,Economico,
1787594707015,CAN_DBC,0x200,,,14.9,11.8,,,Economico,
1787594707055,OBD_PID,0x703,,,14.9,,,,Economico,1.809
1787594707065,CAN_DBC,0x200,,,15.7,12.9,,,Economico,
1787594707065,CAN_DBC,0x100,52.0,1602,,,,,Economico,
1787594707115,CAN_DBC,0x200,,,16.9,13.7,,,Economico,
1787594707155,OBD_PID,0x704,,,,14.1,,,Economico,1.283
1787594707165,CAN_DBC,0x200,,,17.6,14.9,,,Economico,
1787594707165,CAN_DBC,0x100,56.0,1725,,,,,Economico,
1787594707215,CAN_DBC,0x200,,,18.8,15.7,,,Economico,
1787594707256,OBD_PID,0x705,,,,,4.43,,Economico,1.709
1787594707265,CAN_DBC,0x200,,,20.0,16.9,,,Economico,
1787594707265,CAN_DBC,0x100,60.0,1852,,,,,Economico,
1787594707315,CAN_DBC,0x200,,,20.0,16.9,,,Economico,
1787594707356,OBD_PID,0x706,,,,,,87.0,Economico,1.245
1787594707365,CAN_DBC,0x200,,,20.8,16.9,,,Economico,
1787594707366,CAN_DBC,0x100,63.0,1974,,,,,Economico,
1787594707415,CAN_DBC,0x200,,,22.0,17.6,,,Economico,
1787594707466,CAN_DBC,0x200,,,22.7,18.8,,,Economico,
1787594707467,CAN_DBC,0x100,67.0,2097,,,,,Economico,
1787594707467,OBD_PID,0x701,68.0,,,,,,Economico,2.608
1787594707526,CAN_DBC,0x200,,,23.9,20.0,,,Economico,
1787594707565,CAN_DBC,0x200,,,24.7,20.8,,,Economico,
1787594707565,CAN_DBC,0x100,71.0,2209,,,,,Economico,
1787594707578,OBD_PID,0x702,,2209,,,,,Economico,1.320
1787594707615,CAN_DBC,0x200,,,25.9,22.0,,,Economico,
1787594707665,CAN_DBC,0x200,,,26.7,22.0,,,Economico,
1787594707666,CAN_DBC,0x100,74.0,2311,,,,,Economico,
1787594707666,CAN_DBC,0x300,,,,,,87.0,Economico,
1787594707679,OBD_PID,0x703,,,27.1,,,,Economico,1.309
1787594707715,CAN_DBC,0x200,,,26.7,22.0,,,Economico,
1787594707765,CAN_DBC,0x200,,,27.8,22.7,,,Economico,
1787594707766,CAN_DBC,0x100,76.0,2392,,,,,Economico,
1787594707780,OBD_PID,0x704,,,,23.1,,,Economico,1.767
1787594707815,CAN_DBC,0x200,,,27.8,22.7,,,Economico,
1787594707865,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594707866,CAN_DBC,0x100,78.0,2449,,,,,Economico,
1787594707880,OBD_PID,0x705,,,,,7.57,,Economico,1.241
1787594707915,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594707965,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594707966,CAN_DBC,0x100,79.0,2489,,,,,Economico,
1787594707981,OBD_PID,0x706,,,,,,87.0,Economico,1.705
1787594708015,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594708065,CAN_DBC,0x200,,,29.8,24.7,,,Economico,
1787594708065,CAN_DBC,0x100,80.0,2500,,,,,Economico,
1787594708081,OBD_PID,0x701,80.0,,,,,,Economico,1.182
1787594708116,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594708165,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594708167,CAN_DBC,0x100,79.0,2489,,,,,Economico,
1787594708182,OBD_PID,0x702,,2489,,,,,Economico,1.600
1787594708215,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594708265,CAN_DBC,0x200,,,28.6,23.9,,,Economico,
1787594708266,CAN_DBC,0x100,78.0,2449,,,,,Economico,
1787594708283,OBD_PID,0x703,,,29.0,,,,Economico,1.917
1787594708315,CAN_DBC,0x200,,,27.8,22.7,,,Economico,
1787594708365,CAN_DBC,0x200,,,27.8,22.7,,,Economico,
1787594708366,CAN_DBC,0x100,76.0,2392,,,,,Economico,
1787594708383,OBD_PID,0x704,,,,23.1,,,Economico,1.282
1787594708415,CAN_DBC,0x200,,,26.7,22.0,,,Economico,
1787594708465,CAN_DBC,0x200,,,26.7,22.0,,,Economico,
1787594708466,CAN_DBC,0x100,74.0,2311,,,,,Economico,
1787594708484,OBD_PID,0x705,,,,,6.75,,Economico,1.724
1787594708515,CAN_DBC,0x200,,,25.9,22.0,,,Economico,
1787594708565,CAN_DBC,0x200,,,24.7,20.8,,,Economico,
1787594708566,CAN_DBC,0x100,71.0,2209,,,,,Economico,
1787594708584,OBD_PID,0x706,,,,,,87.0,Economico,1.029
1787594708615,CAN_DBC,0x200,,,23.9,20.0,,,Economico,
1787594708665,CAN_DBC,0x200,,,22.7,18.8,,,Economico,
1787594708666,CAN_DBC,0x100,67.0,2097,,,,,Economico,
1787594708666,CAN_DBC,0x300,,,,,,87.0,Economico,
1787594708685,OBD_PID,0x701,68.0,,,,,,Economico,1.249
1787594708715,CAN_DBC,0x200,,,22.0,17.6,,,Economico,
1787594708765,CAN_DBC,0x200,,,20.8,16.9,,,Economico,
1787594708766,CAN_DBC,0x100,63.0,1974,,,,,Economico,
1787594708786,OBD_PID,0x702,,1974,,,,,Economico,1.742
1787594708815,CAN_DBC,0x200,,,20.0,16.9,,,Economico,
1787594708865,CAN_DBC,0x200,,,20.0,16.9,,,Economico,
1787594708867,CAN_DBC,0x100,60.0,1852,,,,,Economico,
1787594708887,OBD_PID,0x703,,,20.0,,,,Economico,1.625
1787594708915,CAN_DBC,0x200,,,18.8,15.7,,,Economico,
1787594708965,CAN_DBC,0x200,,,17.6,14.9,,,Economico,
1787594708966,CAN_DBC,0x100,56.0,1725,,,,,Economico,
1787594708988,OBD_PID,0x704,,,,14.9,,,Economico,2.462
1787594709015,CAN_DBC,0x200,,,16.9,13.7,,,Economico,
1787594709065,CAN_DBC,0x200,,,15.7,12.9,,,Economico,
1787594709066,CAN_DBC,0x100,52.0,1602,,,,,Economico,
1787594709099,OBD_PID,0x705,,,,,3.66,,Economico,2.302
1787594709115,CAN_DBC,0x200,,,14.9,11.8,,,Economico,
1787594709178,CAN_DBC,0x200,,,13.7,11.0,,,Economico,
1787594709178,CAN_DBC,0x100,48.0,1490,,,,,Economico,
1787594709213,OBD_PID,0x706,,,,,,87.0,Economico,1.763
1787594709215,CAN_DBC,0x200,,,12.9,11.0,,,Economico,
1787594709265,CAN_DBC,0x200,,,11.8,9.8,,,Economico,
1787594709266,CAN_DBC,0x100,45.0,1388,,,,,Economico,
1787594709313,OBD_PID,0x701,46.0,,,,,,Economico,1.142
1787594709315,CAN_DBC,0x200,,,11.8,9.8,,,Economico,
1787594709366,CAN_DBC,0x200,,,11.0,8.6,,,Economico,
1787594709366,CAN_DBC,0x100,43.0,1307,,,,,Economico,
1787594709414,OBD_PID,0x702,,1307,,,,,Economico,1.354
1787594709415,CAN_DBC,0x200,,,11.0,8.6,,,Economico,
1787594709465,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594709466,CAN_DBC,0x100,41.0,1250,,,,,Economico,
1787594709517,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594709517,OBD_PID,0x703,,,10.2,,,,Economico,4.045
1787594709565,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594709566,CAN_DBC,0x100,40.0,1210,,,,,Economico,
1787594709615,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594709615,OBD_PID,0x704,,,,7.8,,,Economico,2.050
1787594709665,CAN_DBC,0x200,,,9.8,7.8,,,Economico,
1787594709666,CAN_DBC,0x100,40.0,1200,,,,,Economico,
